Date,2-Year,5-Year,10-Year,30-Year,,Date,2-Year,5-Year,10-Year,30-Year
19/01/2020,107.8,118.9,129.2,157.45,,19/01/2020,107.8,118.9,129.2,157.45
20/01/2020,107.7,118.9,129.2,157.48,,20/01/2020,107.7,118.9,129.2,157.48
21/01/2020,107.8,119.1,129.6,158.59,,21/01/2020,107.8,119.1,129.6,158.59
22/01/2020,107.8,119.1,129.6,158.81,,22/01/2020,107.8,119.1,129.6,158.81
23/01/2020,107.8,119.2,129.8,159.56,,23/01/2020,107.8,119.2,129.8,159.56
24/01/2020,107.9,119.5,130.3,160.62,,24/01/2020,107.9,119.5,130.3,160.62
27/01/2020,108,119.8,130.9,162.03,,27/01/2020,108,119.8,130.9,162.03
28/01/2020,107.9,119.7,130.6,161.31,,28/01/2020,107.9,119.7,130.6,161.31
29/01/2020,108,119.9,131,162.25,,29/01/2020,108,119.9,131,162.25
30/01/2020,108.1,120.1,131.3,162.91,,30/01/2020,108.1,120.1,131.3,162.91
31/01/2020,108.2,120.3,131.7,163.53,,31/01/2020,108.2,120.3,131.7,163.53
03/02/2020,108.1,120.2,131.6,163.78,,03/02/2020,108.1,120.2,131.6,163.78
04/02/2020,108,119.8,130.9,162.09,,04/02/2020,108,119.8,130.9,162.09
05/02/2020,108,119.7,130.6,161.12,,05/02/2020,108,119.7,130.6,161.12
06/02/2020,107.9,119.6,130.6,161.38,,06/02/2020,107.9,119.6,130.6,161.38
07/02/2020,108,119.9,131.1,162.59,,07/02/2020,108,119.9,131.1,162.59
10/02/2020,108.1,120.1,131.4,163.16,,10/02/2020,108.1,120.1,131.4,163.16
11/02/2020,108,119.9,131,162.47,,11/02/2020,108,119.9,131,162.47
12/02/2020,108,119.7,130.7,161.69,,12/02/2020,108,119.7,130.7,161.69
13/02/2020,107.9,119.7,130.8,161.88,,13/02/2020,107.9,119.7,130.8,161.88
14/02/2020,108,119.9,131,162.41,,14/02/2020,108,119.9,131,162.41
16/02/2020,108,119.8,130.9,162.3,,16/02/2020,108,119.8,130.9,162.3
17/02/2020,108,119.9,131.1,162.7,,17/02/2020,108,119.9,131.1,162.7
18/02/2020,108,120,131.2,163.16,,18/02/2020,108,120,131.2,163.16
19/02/2020,108,119.9,131.1,162.97,,19/02/2020,108,119.9,131.1,162.97
20/02/2020,108,120.1,131.4,163.94,,20/02/2020,108,120.1,131.4,163.94
21/02/2020,108.1,120.3,131.9,164.97,,21/02/2020,108.1,120.3,131.9,164.97
24/02/2020,108.3,120.8,132.7,166.72,,24/02/2020,108.3,120.8,132.7,166.72
25/02/2020,108.4,121.1,133.1,167.69,,25/02/2020,108.4,121.1,133.1,167.69
26/02/2020,108.5,121.2,133.3,168.09,,26/02/2020,108.5,121.2,133.3,168.09
27/02/2020,108.6,121.3,133.4,168.5,,27/02/2020,108.6,121.3,133.4,168.5
28/02/2020,108.9,122.3,134.8,171.38,,28/02/2020,108.9,122.3,134.8,171.38
02/03/2020,109.1,122.5,135.3,172.22,,02/03/2020,109.1,122.5,135.3,172.22
03/03/2020,109.2,123,136,173.31,,03/03/2020,109.2,123,136,173.31
04/03/2020,109.4,123.2,136.3,173.41,,04/03/2020,109.4,123.2,136.3,173.41
05/03/2020,109.5,123.4,136.8,174.94,,05/03/2020,109.5,123.4,136.8,174.94
06/03/2020,109.7,124,138.1,180.97,,06/03/2020,109.7,124,138.1,180.97
09/03/2020,109.9,124.5,139.3,186.94,,09/03/2020,109.9,124.5,139.3,186.94
10/03/2020,109.7,123.6,137.6,180.94,,10/03/2020,109.7,123.6,137.6,180.94
11/03/2020,109.8,123.5,137.1,181.72,,11/03/2020,109.8,123.5,137.1,181.72
12/03/2020,109.8,123.7,136.9,180.25,,12/03/2020,109.8,123.7,136.9,180.25
13/03/2020,110.2,123.2,135.8,177.94,,13/03/2020,110.2,123.2,135.8,177.94
16/03/2020,109.9,124.2,138.1,182.34,,16/03/2020,109.9,124.2,138.1,182.34
17/03/2020,109.7,123.4,136.1,175,,17/03/2020,109.7,123.4,136.1,175
18/03/2020,109.6,122.6,134.4,169.28,,18/03/2020,109.6,122.6,134.4,169.28
19/03/2020,109.8,123.3,135.3,172.69,,19/03/2020,109.8,123.3,135.3,172.69
20/03/2020,109.9,124,136.5,177.31,,20/03/2020,109.9,124,136.5,177.31
23/03/2020,110,124.8,138.2,179.66,,23/03/2020,110,124.8,138.2,179.66
24/03/2020,109.9,124.3,137.5,178.84,,24/03/2020,109.9,124.3,137.5,178.84
25/03/2020,110.1,124.5,137.3,177.75,,25/03/2020,110.1,124.5,137.3,177.75
26/03/2020,110.1,124.6,137.7,178.13,,26/03/2020,110.1,124.6,137.7,178.13
27/03/2020,110.2,124.7,138.3,179.06,,27/03/2020,110.2,124.7,138.3,179.06
30/03/2020,110.2,125.2,138.8,180.72,,30/03/2020,110.2,125.2,138.8,180.72
31/03/2020,110.2,125.2,138.7,179.06,,31/03/2020,110.2,125.2,138.7,179.06
01/04/2020,110.2,125.4,139,181.13,,01/04/2020,110.2,125.4,139,181.13
02/04/2020,110.2,125.3,138.9,181.53,,02/04/2020,110.2,125.3,138.9,181.53
03/04/2020,110.2,125.4,139.1,182.56,,03/04/2020,110.2,125.4,139.1,182.56
05/04/2020,110.2,125.3,138.9,181.86,,05/04/2020,110.2,125.3,138.9,181.86
06/04/2020,110.1,125.1,138.6,180.77,,06/04/2020,110.1,125.1,138.6,180.77
