,SD0490FS 2Y1Y BLC Curncy,CDFS0201 BLC Curncy,S0141FS 2Y1Y BLC Curncy,S0514FS 2Y1Y BLC Curncy,SD0302FS 2Y1Y BLC Curncy,NDFS0201 BLC Curncy,SKFS0201 BLC Curncy,CDFS0202 BLC Curncy,S0141FS 2Y2Y BLC Curncy,S0514FS 2Y2Y BLC Curncy,SD0302FS 2Y2Y BLC Curncy,S0141FS 3Y2Y BLC Curncy,S0141FS 7Y3Y BLC Curncy,SD0490FS 5Y5Y BLC Curncy,S0141FS 5Y5Y BLC Curncy,S0514FS 5Y5Y BLC Curncy,CDFS1515 BLC Curncy,S0141FS 15Y15Y BLC Curncy,SD0302FS 15Y15Y BLC Curncy,NDFS1515 BLC Curncy,SKFS1515 BLC Curncy,SD0490FS 20Y10Y BLC Curncy,CDFS2010 BLC Curncy,S0141FS 20Y10Y BLC Curncy,S0514FS 20Y10Y BLC Curncy,SD0302FS 20Y10Y BLC Curncy,NDFS2010 BLC Curncy,SKFS2010 BLC Curncy,RV0001P 2Y BLC Curncy,RV0007P 2Y BLC Curncy,RV0006P 2Y BLC Curncy,RV0002P 2Y BLC Curncy,RV0004P 2Y BLC Curncy,RV0008P 2Y BLC Curncy,RV0005P 2Y BLC Curncy,RV0006P 3Y BLC Curncy,RV0002P 3Y BLC Curncy,RV0004P 3Y BLC Curncy,RV0008P 3Y BLC Curncy,RV0005P 3Y BLC Curncy,YM1 Comdty,RV0001P 5Y BLC Curncy,RV0007P 5Y BLC Curncy,RV0006P 5Y BLC Curncy,RV0002P 5Y BLC Curncy,RV0004P 5Y BLC Curncy,RV0008P 5Y BLC Curncy,RV0005P 5Y BLC Curncy,GTAUD5Y Govt,GTNZD5Y Govt,RV0001P 7Y BLC Curncy
,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last
2022-12-06,2.9404,2.9173,3.6199,2.1982,3.6466,4.0067,2.6579,2.7566,3.4385,2.14144,3.6301,3.1123,2.6969,2.8787,2.695,2.23587,2.7344,2.5586,2.9866,4.3112,1.6939,2.0762,2.2642,2.449,0.97517,2.6047,4.3113,1.5194,4.3768,3.7072,3.3296,1.9326,2.1735,2.2034,2.5245,3.1849,1.8325,2.0615,2.2043,2.7523,96.9,3.8168,2.8994,3.2573,1.7806,2.0584,2.3528,3.0731,3.185,4.096,3.6556
2022-12-07,2.8198,2.852,3.602,2.14957,3.541,3.948,2.5881,2.6873,3.4212,2.10277,3.5532,3.1009,2.6695,2.7909,2.6726,2.26667,2.6699,2.5951,2.9443,4.2233,1.6956,2.0177,2.2202,2.4898,0.98063,2.5693,4.2233,1.5238,4.2653,3.6915,3.3027,1.8923,2.1377,2.1593,2.4402,3.1529,1.7957,2.0238,2.1568,2.6501,96.92,3.6877,2.8621,3.2027,1.7436,2.0303,2.3104,2.978,3.165,4.134,3.532
2022-12-08,2.9069,2.8915,3.6436,2.1697,3.5869,4.0074,2.5731,2.7321,3.4864,2.1552,3.6079,3.2006,2.7812,2.8426,2.7781,2.27772,2.6182,2.6779,2.988,4.2787,1.6424,1.9751,2.1491,2.5725,0.94999,2.5996,4.2787,1.4738,4.3167,3.7294,3.3592,1.9458,2.189,2.2315,2.514,3.193,1.847,2.0704,2.2217,2.7348,96.93,3.7684,2.903,3.2205,1.7893,2.0817,2.3771,3.0688,3.1625,4.104,3.6126
2022-12-09,2.9843,2.9787,3.606,2.26144,3.5506,4.0439,2.5234,2.8336,3.4958,2.22272,3.596,3.2737,2.8545,2.9968,2.8465,2.331,2.742,2.698,2.9706,4.3162,1.6118,2.1163,2.2861,2.5907,1.00755,2.5877,4.3162,1.4268,4.3547,3.7686,3.4368,2.0356,2.2805,2.3421,2.6636,3.2538,1.9446,2.1643,2.3365,2.8783,96.97,3.832,2.975,3.2695,1.8991,2.1873,2.5001,3.2232,3.1125,4.143,3.6905
2022-12-12,3.0201,3.0225,3.6063,2.3568,3.6549,4.1301,2.5391,2.8807,3.4852,2.27396,3.6497,3.244,2.8322,3.0265,2.8335,2.32324,2.7744,2.7433,3.0048,4.3891,1.7155,2.114,2.3132,2.6359,0.98447,2.6188,4.3891,1.6057,4.3809,3.8025,3.4827,2.0769,2.3137,2.3737,2.6945,3.3037,1.9816,2.1934,2.3625,2.9022,96.92,3.8495,3.0135,3.2997,1.9312,2.2138,2.5264,3.2329,3.1738,4.172,3.7157
2022-12-13,2.906,2.9014,3.7099,2.30677,3.5996,4.1799,2.4496,2.7715,3.5661,2.25932,3.6085,3.3224,2.9643,2.9462,2.9603,2.32679,2.7865,2.8672,2.9807,4.3967,1.6155,2.1091,2.3341,2.7655,1.08573,2.5813,4.3967,1.4612,4.22,3.6732,3.5492,2.0298,2.2526,2.3292,2.6484,3.3647,1.936,2.1406,2.3188,2.8634,96.872,3.7061,2.896,3.372,1.8967,2.1759,2.4791,3.1903,3.2163,4.216,3.5844
2022-12-14,2.8312,2.8349,3.6538,2.26759,3.6054,4.296,2.4533,2.7081,3.5607,2.19716,3.6254,3.3832,3.064,2.9369,3.0386,2.30281,2.8632,2.9354,3.0223,4.4796,1.6678,2.104,2.4578,2.832,1.1526,2.6304,4.4796,1.5146,4.2075,3.6344,3.466,2.0143,2.2289,2.319,2.6956,3.2925,1.9197,2.1248,2.3239,2.9067,96.912,3.6708,2.8452,3.3141,1.8842,2.1695,2.4952,3.2374,3.1763,4.216,3.5544
2022-12-15,2.8533,2.7766,3.5736,2.43774,3.6411,4.4108,2.6422,2.6549,3.4566,2.40264,3.6744,3.2362,2.9492,2.8741,2.9314,2.31956,2.8306,2.8924,3.0413,4.5626,1.7694,2.0818,2.415,2.7917,1.11601,2.6484,4.5626,1.5986,4.2343,3.6056,3.4158,2.2332,2.4515,2.5827,3.0363,3.2372,2.1376,2.3481,2.5776,3.2485,96.892,3.6766,2.7991,3.2534,2.1033,2.3829,2.7427,3.5685,3.25,4.361,3.5456
2022-12-16,2.8543,2.814,3.7018,2.47144,3.6278,4.4378,2.8617,2.6867,3.5778,2.43664,3.6683,3.3478,2.9829,2.9358,2.9784,2.44496,2.9178,2.8758,3.0311,4.5825,1.7721,2.1261,2.501,2.7735,1.19289,2.6402,4.5825,1.5662,4.1783,3.5762,3.5025,2.2835,2.5179,2.6646,3.1145,3.3209,2.1982,2.4221,2.6569,3.3313,96.81,3.6869,2.8161,3.3335,2.1693,2.4633,2.8321,3.6766,3.2325,4.337,3.5726
2022-12-19,2.9529,2.8651,3.8823,2.47362,3.7963,4.4484,2.8493,2.7495,3.7627,2.43095,3.8251,3.5266,3.1269,3.0319,3.1269,2.49094,3.0055,3.0266,3.1574,4.6026,1.8586,2.1756,2.5822,2.9287,1.23595,2.7658,4.6026,1.6758,4.2493,3.5872,3.6775,2.3004,2.5538,2.6766,3.1532,3.4901,2.2161,2.456,2.6707,3.3624,96.76,3.7737,2.8719,3.518,2.1895,2.4899,2.853,3.7207,3.2925,4.307,3.6642
2022-12-20,3.0168,2.9615,3.9655,2.55718,3.749,4.4438,2.9361,2.8712,3.8551,2.5219,3.8277,3.6312,3.2145,3.1179,3.224,2.62054,3.053,3.069,3.1898,4.7042,1.9537,2.2382,2.6189,2.9869,1.34608,2.7861,4.7043,1.7667,4.2525,3.6269,3.7039,2.3594,2.6254,2.7463,3.219,3.5611,2.2869,2.538,2.7571,3.4436,96.65,3.8501,2.9741,3.6064,2.2807,2.5914,2.9523,3.8157,3.4213,4.295,3.7568
2022-12-21,3.0227,2.9602,3.9339,2.60238,3.7847,4.4787,2.9971,2.8737,3.8268,2.5605,3.852,3.6109,3.2373,3.1226,3.2458,2.63739,3.0298,3.0211,3.1804,4.767,2.0477,2.2401,2.6065,2.9206,1.37598,2.7422,4.767,1.8668,4.2087,3.6398,3.6884,2.3746,2.6318,2.7424,3.1661,3.5496,2.2991,2.5505,2.7575,3.4022,96.72,3.8308,2.9768,3.604,2.2941,2.6046,2.943,3.7718,3.3738,4.369,3.7367
2022-12-22,3.0625,3.035,3.981,2.63168,3.854,4.5128,3.0752,2.9377,3.8681,2.59989,3.9557,3.6475,3.2691,3.1363,3.2684,2.69879,3.0673,3.041,3.3069,4.7846,2.0772,2.288,2.6242,2.9408,1.42038,2.836,4.7847,1.8838,4.2597,3.7366,3.6846,2.3992,2.6632,2.7707,3.1779,3.5815,2.3254,2.5884,2.7853,3.4106,96.66,3.8618,3.0563,3.638,2.3231,2.6481,2.9698,3.7869,3.4375,4.34,3.762
2022-12-23,3.1501,3.1827,4.0286,2.75194,3.8955,4.5136,3.0982,3.0827,3.9074,2.67912,3.9621,3.6681,3.3017,3.2115,3.3002,2.72239,3.1258,3.0639,3.3177,4.7846,2.1194,2.3606,2.6426,2.9642,1.44632,2.8251,4.7846,1.9219,4.311,3.8609,3.6924,2.4792,2.7017,2.823,3.2258,3.6164,2.3833,2.634,2.8247,3.4604,96.61,3.917,3.18,3.6804,2.3867,2.6988,3.0068,3.8296,3.48,4.365,3.8179
2022-12-26,3.1501,3.1778,4.0265,2.75194,3.9045,4.5136,3.0982,3.0799,3.8975,2.69664,3.9589,3.6682,3.31,3.2115,3.3106,2.7138,3.1257,3.067,3.3178,4.7846,2.1194,2.3613,2.6427,2.9657,1.44601,2.8252,4.7846,1.9219,4.3046,3.8479,3.6947,2.4806,2.7,2.8266,3.2335,3.6176,2.3845,2.6321,2.8268,3.4683,,3.9146,3.1735,3.6812,2.3876,2.6984,3.0092,3.8348,3.48,,3.816
2022-12-27,3.2127,3.144,4.0422,2.81582,4.1541,4.6055,3.1988,3.0609,3.9166,2.76582,4.1556,3.6808,3.3196,3.3079,3.3216,2.82916,3.1202,3.0771,3.0649,4.8958,2.2187,2.4074,2.6533,2.9731,1.54096,2.8268,4.8958,2.0327,4.3604,3.8477,3.6944,2.5281,2.7239,2.8801,3.2974,3.618,2.466,2.7263,2.9003,3.541,,3.9988,3.1735,3.6811,2.4798,2.8101,3.097,3.9121,3.48,4.365,3.9067
2022-12-28,3.2568,3.2669,4.0001,2.74385,4.1433,4.7249,3.1923,3.1751,3.8892,2.73373,4.1735,3.6541,3.3256,3.3793,3.311,2.84013,3.225,3.0912,3.4729,5.0374,2.2099,2.4552,2.6906,2.9911,1.50283,2.9579,5.0374,2.0211,4.3733,3.9284,3.691,2.4746,2.7234,2.8609,3.2741,3.5934,2.4451,2.7115,2.8735,3.5102,96.42,4.0286,3.2825,3.6735,2.463,2.7922,3.0649,3.8791,3.6775,4.491,3.9433
2022-12-29,3.2221,3.2853,4.017,2.74239,4.0953,4.6141,3.1666,3.1692,3.9113,2.68197,4.1315,3.692,3.3613,3.2696,3.3532,2.76962,3.1709,3.1112,3.3299,4.9616,2.1944,2.3777,2.6936,3.0101,1.46176,2.8089,4.9616,2.0109,4.3811,3.9302,3.6796,2.4865,2.7063,2.8529,3.2551,3.5775,2.4162,2.668,2.8553,3.4819,96.42,3.9946,3.2793,3.6654,2.4141,2.7283,3.025,3.8167,3.6738,4.53,3.8892
2022-12-30,3.2684,3.3425,4.0486,2.81914,4.0923,4.6148,3.1969,3.221,3.9272,2.79362,4.1358,3.7018,3.3445,3.3356,3.3374,2.92086,3.2018,3.1164,3.3107,4.9991,2.2206,2.4075,2.7217,3.0092,1.56881,2.816,4.9991,2.0523,4.4503,3.9701,3.6495,2.5601,2.8301,2.9509,3.359,3.5453,2.5203,2.7826,2.9574,3.594,96.41,4.0587,3.329,3.6595,2.5228,2.8453,3.1454,3.9573,3.6825,4.47,3.9547
2023-01-02,3.2684,3.3466,4.0501,2.69248,4.0677,4.6148,3.1148,3.2218,3.9275,2.65432,4.1086,3.7002,3.3452,3.3356,3.3372,2.75191,3.2014,3.116,3.2237,4.9991,2.1544,2.4144,2.7208,3.0085,1.44248,2.7,4.9991,1.9631,4.4443,3.962,3.651,2.5456,2.7668,2.8783,3.2633,3.5463,2.445,2.7115,2.8676,3.4861,,4.0564,3.3241,3.6605,2.4129,2.7495,3.0319,3.8442,3.6826,,3.9527
2023-01-03,3.0982,3.2333,3.9202,2.59308,4.0122,4.5281,3.0564,3.0895,3.8197,2.54882,4.0323,3.6118,3.3223,3.1369,3.3027,2.67107,3.1996,3.0918,3.1965,4.9154,2.0966,2.3068,2.7447,2.9825,1.36967,2.6646,4.9154,1.9059,4.3863,3.916,3.6653,2.5533,2.7548,2.8315,3.2415,3.5763,2.4341,2.6812,2.8233,3.4656,96.44,3.9481,3.2212,3.6587,2.3677,2.6963,2.98,3.8158,3.6975,4.47,3.8223
2023-01-04,3.0228,3.1854,3.719,2.48119,3.9601,4.4217,2.9279,3.0346,3.6311,2.43276,3.9607,3.4449,3.2086,3.1027,3.1763,2.6136,3.1552,3.013,3.1271,4.7963,2.0172,2.3233,2.7198,2.898,1.35685,2.6125,4.7964,1.8588,4.3602,3.89,3.5132,2.4697,2.6662,2.7341,3.0463,3.4379,2.3346,2.5756,2.7048,3.2492,96.49,3.8928,3.1825,3.5138,2.247,2.5696,2.8459,3.5973,3.63,4.362,3.7601
2023-01-05,3.1207,3.2357,3.8394,2.54249,4.0643,4.4026,2.9317,3.0935,3.7107,2.50808,4.0488,3.4877,3.2455,3.0862,3.2176,2.63762,3.1506,3.0669,3.2124,4.7813,2.0559,2.2941,2.6878,2.9456,1.40679,2.6967,4.7813,1.8377,4.461,3.9422,3.5818,2.532,2.7449,2.7996,3.1353,3.5225,2.3966,2.634,2.7725,3.3362,96.5,3.9645,3.2403,3.5802,2.3055,2.6144,2.9149,3.6713,3.6,4.315,3.8157
2023-01-06,2.8502,3.1389,3.745,2.48916,3.8402,4.4007,2.8979,2.9813,3.6321,2.40706,3.8848,3.4217,3.2161,2.9769,3.1867,2.52452,3.1328,3.0573,3.1044,4.7633,2.0215,2.2538,2.6846,2.9432,1.37204,2.6022,4.7633,1.8562,4.2576,3.8748,3.4617,2.4709,2.6735,2.7443,3.0876,3.4172,2.3197,2.5595,2.7056,3.2653,96.48,3.7514,3.1479,3.4766,2.2106,2.5289,2.8342,3.5881,3.6025,4.352,3.6182
2023-01-09,2.8458,3.0756,3.621,2.42838,3.8727,4.2657,2.853,2.9467,3.5652,2.39427,3.8819,3.4389,3.346,2.9522,3.2955,2.54445,3.1691,3.1454,3.1977,4.6417,1.9743,2.2425,2.7353,3.0262,1.41251,2.7165,4.6417,1.8046,4.2128,3.8345,3.4623,2.4891,2.6846,2.7506,3.0825,3.4179,2.3389,2.5714,2.7361,3.2407,96.62,3.7236,3.1233,3.4805,2.2225,2.5403,2.8454,3.5656,3.4825,4.271,3.5916
2023-01-10,2.9037,3.1099,3.6608,2.45561,3.9298,4.2317,2.714,2.9709,3.5896,2.43815,3.943,3.4543,3.3721,3.069,3.3169,2.60137,3.2381,3.0984,3.2392,4.6925,1.94,2.3366,2.8372,2.9753,1.43847,2.7417,4.6925,1.7624,4.2488,3.8358,3.4939,2.5308,2.7305,2.7852,3.1159,3.4327,2.393,2.6243,2.7806,3.2705,96.63,3.7815,3.1386,3.507,2.2954,2.6107,2.9066,3.5983,3.475,4.23,3.6631
2023-01-11,2.8372,2.9869,3.4903,2.34656,3.7341,4.0779,2.6242,2.8374,3.4057,2.30569,3.7579,3.2808,3.215,2.9946,3.1694,2.49022,3.1601,2.955,3.1183,4.5507,1.9252,2.3028,2.7602,2.8359,1.36799,2.6343,4.5507,1.7795,4.2127,3.7778,3.471,2.4691,2.6628,2.7311,3.0088,3.3465,2.3083,2.5277,2.7016,3.1456,96.62,3.7099,3.0314,3.3855,2.1782,2.4952,2.7934,3.4473,3.4838,4.235,3.5867
2023-01-12,2.7141,2.8491,3.3832,2.26654,3.6549,3.9658,2.5115,2.7079,3.3296,2.2321,3.6817,3.209,3.1154,2.9373,3.0612,2.40383,3.0434,2.896,3.0416,4.4726,1.8205,2.2653,2.6708,2.769,1.38064,2.5834,4.4726,1.6148,4.1377,3.695,3.3726,2.4504,2.6271,2.7059,2.9997,3.2341,2.2814,2.4902,2.6756,3.1332,96.75,3.5885,2.9253,3.2995,2.1373,2.4582,2.7616,3.4112,3.35,4.107,3.4753
2023-01-13,2.7884,2.7933,3.4036,2.27226,3.6581,3.9439,2.5993,2.6786,3.3437,2.23596,3.7084,3.2478,3.1589,2.9759,3.1086,2.4231,3.0827,2.9258,3.1017,4.4544,1.8533,2.2877,2.7057,2.8015,1.40779,2.6644,4.4544,1.686,4.2245,3.6783,3.4352,2.4787,2.6627,2.7223,3.0033,3.3044,2.3013,2.5237,2.694,3.1379,96.76,3.6638,2.9163,3.3603,2.1551,2.4841,2.7835,3.4039,3.3425,4.034,3.5448
2023-01-16,2.7884,2.7265,3.3853,2.22078,3.638,3.9218,2.5798,2.6228,3.3481,2.19315,3.6958,3.2612,3.1704,2.9745,3.1228,2.42247,3.0733,2.9441,3.1018,4.4391,1.8564,2.2962,2.6934,2.8235,1.41278,2.6567,4.4392,1.6995,4.2164,3.591,3.4432,2.4609,2.6419,2.7084,2.9874,3.3191,2.2889,2.5093,2.6816,3.1264,96.76,3.6603,2.8595,3.3717,2.144,2.4724,2.7701,3.4021,3.345,4.073,3.5422
2023-01-17,2.7929,2.6655,3.3376,2.1631,3.6416,3.9101,2.4511,2.578,3.3015,2.10807,3.7144,3.1975,3.063,3.0585,3.0205,2.36341,3.1064,2.8834,3.1441,4.4696,1.786,2.343,2.7451,2.7535,1.41324,2.7094,4.4696,1.6709,4.1877,3.5662,3.3905,2.3457,2.5256,2.5871,2.8345,3.2864,2.1784,2.3871,2.5609,2.9763,96.77,3.6701,2.8314,3.3293,2.037,2.3557,2.6412,3.2596,3.335,4.07,3.5757
2023-01-18,2.6049,2.5182,3.374,2.16767,3.5583,3.8091,2.4243,2.4264,3.3051,2.116,3.5806,3.1645,3.0204,2.8886,2.9821,2.26041,3.0681,2.8989,3.0494,4.3126,1.8427,2.3074,2.7143,2.7792,1.36084,2.6231,4.3126,1.7194,4.0596,3.4714,3.4162,2.3462,2.513,2.5584,2.7951,3.332,2.1655,2.3481,2.5237,2.9182,96.81,3.4836,2.7025,3.3198,2.0071,2.3007,2.5764,3.177,3.2825,4.097,3.385
2023-01-19,2.6321,2.5443,3.387,2.22604,3.4301,3.7448,2.4967,2.4615,3.334,2.17333,3.4938,3.2155,3.0592,2.8679,3.0176,2.31158,3.0616,2.8906,3.1693,4.3127,1.7994,2.2945,2.7128,2.7732,1.38388,2.7966,4.3127,1.6661,4.1017,3.5182,3.3931,2.4146,2.5584,2.6055,2.8579,3.3156,2.2351,2.3989,2.5642,2.9572,97.03,3.5268,2.7351,3.2913,2.0705,2.3496,2.6045,3.2072,3.0575,3.918,3.4154
2023-01-20,2.721,2.6487,3.3865,2.32593,3.575,3.7869,2.5888,2.5597,3.3512,2.28406,3.591,3.2604,3.1568,2.969,3.1081,2.42279,3.1353,2.958,3.2111,4.3557,1.8415,2.3753,2.7607,2.8468,1.48771,2.8553,4.3557,1.6485,4.1493,3.5955,3.4315,2.4713,2.6206,2.6807,3.0285,3.3597,2.3024,2.4809,2.6539,3.1293,96.99,3.6065,2.8336,3.3576,2.1611,2.4581,2.7103,3.3941,3.11,3.974,3.5025
2023-01-23,2.8008,2.7088,3.4066,2.40206,3.5042,3.807,2.6098,2.6012,3.3544,2.35151,3.5719,3.2543,3.1537,2.9767,3.1087,2.48071,3.2067,2.9977,3.2125,4.4367,1.9348,2.3944,2.8417,2.8844,1.53858,2.8424,4.4367,1.7807,4.1996,3.6563,3.3976,2.495,2.6468,2.7163,3.0685,3.3267,2.328,2.51,2.6958,3.171,96.95,3.6598,2.8772,3.3318,2.1904,2.4988,2.7613,3.4298,3.1575,4.014,3.5442
2023-01-24,2.7472,2.6673,3.3171,2.34436,3.4522,3.7673,2.6255,2.572,3.2778,2.28499,3.5199,3.1904,3.0838,2.9034,3.0428,2.42034,3.1679,2.9079,3.1421,4.4189,1.8454,2.3259,2.8083,2.783,1.45147,2.7791,4.4189,1.6347,4.1795,3.6346,3.296,2.4474,2.5996,2.6413,2.9917,3.2306,2.2762,2.4569,2.637,3.0814,96.94,3.6159,2.8575,3.2346,2.1396,2.4424,2.6954,3.3387,3.165,4.044,3.4899
2023-01-25,2.7511,2.6239,3.2591,2.31988,3.5667,3.7142,2.5269,2.5396,3.2247,2.25479,3.6388,3.1503,3.0552,2.924,3.0168,2.4328,3.0895,2.8679,3.2521,4.4737,1.8835,2.3242,2.7089,2.7509,1.48886,2.8604,4.4738,1.7347,4.1503,3.5534,3.2912,2.4291,2.6011,2.6506,3.0062,3.1926,2.2607,2.4633,2.6432,3.1024,96.85,3.5867,2.8029,3.1944,2.1246,2.4367,2.7053,3.366,3.24,3.991,3.4689
2023-01-26,2.8321,2.7604,3.3026,2.34638,3.6437,3.7035,2.5346,2.6626,3.2902,2.28798,3.705,3.2243,3.0979,2.9838,3.0597,2.4552,3.1096,2.8915,3.2894,4.4557,1.9482,2.373,2.7253,2.7767,1.5163,2.9067,4.4558,1.8013,4.204,3.617,3.3486,2.4863,2.6567,2.6897,3.0708,3.2479,2.3198,2.5188,2.704,3.1717,96.87,3.6479,2.8832,3.2565,2.1842,2.4988,2.7771,3.4376,3.2401,3.949,3.5301
2023-01-27,2.8453,2.7858,3.3798,2.3837,3.6222,3.7237,2.5702,2.6839,3.3272,2.32643,3.6976,3.2266,3.1301,2.9821,3.091,2.51415,3.0685,2.9273,3.2972,4.466,1.9589,2.3332,2.6925,2.813,1.54091,2.9298,4.466,1.7936,4.2237,3.6712,3.3621,2.4853,2.6586,2.7119,3.1051,3.2653,2.3283,2.5301,2.7329,3.2336,96.78,3.6629,2.9173,3.2658,2.2041,2.5238,2.8153,3.5097,3.3075,3.994,3.5434
2023-01-30,2.913,2.8163,3.4024,2.47263,3.68,3.8218,2.6003,2.7097,3.3384,2.4179,3.7395,3.2253,3.1442,3.0034,3.1054,2.55723,3.0714,2.9348,3.2919,4.55,2.0046,2.3528,2.6721,2.8302,1.51319,2.8987,4.55,1.8527,4.256,3.7179,3.3567,2.5782,2.7488,2.8192,3.2217,3.2636,2.4219,2.6295,2.8392,3.3595,96.8,3.711,2.9503,3.2798,2.2991,2.6253,2.9206,3.6234,3.2913,4.008,3.5857
2023-01-31,2.8317,2.8179,3.3763,2.45149,3.6555,3.7817,2.5406,2.7033,3.3313,2.40126,3.6841,3.2383,3.1621,2.9814,3.1173,2.54598,3.1086,2.9714,3.2276,4.4559,1.9331,2.3112,2.7053,2.8646,1.5503,2.828,4.4559,1.7792,4.2166,3.7289,3.3486,2.5539,2.7251,2.79,3.1859,3.2604,2.3872,2.6011,2.821,3.3267,96.81,3.6662,2.9407,3.2781,2.2577,2.5821,2.8782,3.5694,3.2888,4.05,3.5511
2023-02-01,2.7225,2.7383,3.3308,2.45113,3.5983,3.7731,2.5035,2.6257,3.3059,2.40948,3.6343,3.2199,3.1614,2.9213,3.1153,2.50415,3.1405,2.9521,3.2194,4.4933,1.924,2.3128,2.7406,2.8723,1.52121,2.8387,4.4933,1.7543,4.1185,3.6503,3.3126,2.5953,2.7424,2.8199,3.2044,3.2244,2.4034,2.6133,2.8434,3.3439,96.79,3.5622,2.8589,3.2377,2.265,2.5832,2.8972,3.5711,3.3125,4.016,3.4503
2023-02-02,2.7034,2.6997,2.991,2.21746,3.4399,3.6563,2.2809,2.6069,2.9345,2.17169,3.5046,2.8384,2.9167,2.9065,2.8583,2.33367,3.1445,2.8316,3.2199,4.3863,1.7735,2.3418,2.7681,2.7249,1.51746,2.8529,4.3863,1.6128,4.1158,3.6436,3.0457,2.4287,2.5869,2.615,2.9273,2.9398,2.2147,2.4164,2.6054,3.0281,96.85,3.534,2.8435,2.9314,2.0428,2.3507,2.6248,3.2174,3.255,3.906,3.4246
2023-02-03,2.8907,2.832,3.0667,2.23576,3.5165,3.624,2.3862,2.7169,3.0178,2.23809,3.5677,2.9327,3.0011,2.9892,2.9292,2.45984,3.1903,2.9055,3.2768,4.3377,1.9539,2.3179,2.7885,2.8045,1.62017,2.9011,4.3377,1.8252,4.3002,3.7907,3.0801,2.4861,2.6268,2.6824,2.9607,2.9791,2.2877,2.4891,2.6801,3.0817,96.99,3.7064,2.9676,2.9664,2.1489,2.4554,2.7223,3.2992,3.1138,3.787,3.5794
2023-02-06,3.0737,2.9579,3.3037,2.46406,3.598,3.7657,2.4732,2.8466,3.2508,2.40832,3.6492,3.1518,3.1556,3.0173,3.0925,2.56986,3.2322,2.9845,3.2805,4.4804,1.993,2.3256,2.7941,2.8852,1.59367,2.8929,4.4804,1.8566,4.4759,3.9253,3.2886,2.5505,2.6938,2.7568,3.0803,3.185,2.3664,2.5683,2.7625,3.2112,96.9,3.8759,3.0982,3.1741,2.2515,2.5595,2.8243,3.4327,3.2063,,3.7303
2023-02-07,3.071,2.9868,3.3451,2.48469,3.6932,3.893,2.4878,2.8745,3.3287,2.47496,3.7636,3.2488,3.1305,3.091,3.0807,2.61647,3.2689,2.9823,3.3442,4.5543,1.947,2.367,2.853,2.8832,1.61733,2.9191,4.5543,1.7661,4.4663,3.9314,3.3637,2.6271,2.7449,2.8296,3.1926,3.2591,2.4363,2.6243,2.8445,3.3235,96.74,3.8813,3.1234,3.2568,2.3211,2.617,2.9028,3.5383,3.3538,3.963,3.751
2023-02-08,3.0195,2.9386,3.3491,2.4829,3.6374,3.8342,2.528,2.8251,3.3018,2.42686,3.6911,3.2028,3.1157,3.0029,3.0787,2.58619,3.2169,2.9967,3.2425,4.5008,2.0227,2.3522,2.8068,2.8936,1.58613,2.8123,4.5008,1.8717,4.4222,3.8817,3.3127,2.6528,2.7691,2.849,3.185,3.2199,2.4445,2.6374,2.8553,3.3056,96.72,3.8349,3.0626,3.2318,2.3215,2.6208,2.9104,3.5285,3.3738,4.016,3.6921
2023-02-09,3.1098,2.9691,3.3676,2.42151,3.7554,4.0183,2.6057,2.8578,3.3069,2.39526,3.7809,3.1934,3.1016,3.05,3.0636,2.58661,3.2277,2.9747,3.3298,4.6539,2.0231,2.3996,2.8111,2.8711,1.58079,2.9015,4.6539,2.0077,4.4829,3.945,3.347,2.6268,2.7597,2.8403,3.1421,3.252,2.4198,2.6254,2.834,3.2472,96.65,3.9065,3.1032,3.2551,2.2818,2.5875,2.8695,3.4493,3.4375,4.082,3.7612
2023-02-10,3.1789,3.1286,3.5338,2.52069,3.8523,4.0282,2.7432,2.9744,3.4416,2.45263,3.8756,3.287,3.1665,3.1413,3.1349,2.57994,3.2929,3.0359,3.4088,4.6494,2.1558,2.4755,2.8513,2.9303,1.58452,2.9896,4.6494,2.022,4.5236,4.0643,3.4716,2.696,2.812,2.9195,3.2323,3.3751,2.4916,2.6938,2.9167,3.3332,96.57,3.9707,3.2138,3.3784,2.3526,2.6634,2.9504,3.5338,3.5038,4.141,3.8322
2023-02-13,3.1797,3.0772,3.5388,2.5461,3.8703,4.177,2.7753,2.9325,3.4537,2.47789,3.8959,3.2927,3.1641,3.079,3.1364,2.58811,3.2183,3.0081,3.3995,4.704,2.1799,2.4369,2.777,2.9008,1.58791,2.9647,4.704,2.045,4.5192,4.0522,3.4877,2.7186,2.8326,2.9351,3.2068,3.3954,2.5137,2.7135,2.9291,3.3039,96.52,3.9556,3.1841,3.3906,2.3742,2.6806,2.9627,3.5133,3.5538,4.262,3.8028
